gender,age,provience,city,area,degree,job,income_month,is_car,num_out_daily,dis_out_avg,order_daily,order_life,order_play,order_no_out,order_public,order_private,order_elec_bike,order_foot,order_others,is_public,agree_guilty,agree_new_national,agree_new_international,agree_vaccine,agree_mask_self-protect,agree_mask_safe_public-with-mask,agree_mask_safe_public-no-mask,agree_mask_public-no-mask-after-vaccine,agree_public_decline,agree_public_no-stop,agree_public_limit-people,agree_public_sign,agree_public_disinfect,agree_public_driver-check,agree_public_mask,agree_public_qr,agree_public_temp,agree_public_track,agree_public_multiple-time,agree_public_custom,agree_public_special,agree_public-eff_decline,agree_public-eff_no-stop,agree_public-eff_limit-people,agree_public-eff_sign,agree_public-eff_disinfect,agree_public-eff_driver-check,agree_public-eff_mask,agree_public-eff_qr,agree_public-eff_temp,agree_public-eff_track,agree_reason_convience,agree_reason_time,agree_reason_crowd,agree_reason_price,agree_reeason_friend,agree_reason_export,agree_reason_others,agree_choose_public_daily,agree_choose_public_play,agree_choose_public_weekday,agree_choose_public_holiday
1,5,广东,广州,海珠,3,3,4,1,3,1,1,2,3,-2,-2,1,3,2,-2,4,4,4,4,4,4,3,2,2,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,3,3,3,3
1,2,安徽,合肥,蜀山,4,1,1,2,5,5,3,1,2,-2,3,-2,2,1,-2,4,5,4,4,4,4,4,1,1,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,2,2,2
2,4,广东,深圳,坪山,4,3,3,2,5,5,3,2,-2,1,-2,-2,2,1,3,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,4,广东,深圳,坪山,4,2,4,2,5,5,2,1,-2,3,-2,3,1,2,-2,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3
2,2,北京,北京,昌平,4,1,1,1,3,4,1,2,3,-2,1,-2,3,2,-2,2,2,2,2,2,5,5,1,3,1,2,3,3,5,5,5,2,4,5,4,5,3,3,3,3,2,5,5,5,5,5,5,5,5,3,4,2,2,2,1,1,1,1
1,1,广东,广州,番禺,4,1,1,1,5,5,1,2,3,-2,3,-2,1,2,-2,3,4,4,4,4,5,5,1,1,2,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,2
1,2,陕西,西安,长安,4,1,1,1,3,2,1,2,3,-2,-2,-2,1,2,3,3,3,3,3,3,3,4,2,1,2,3,4,4,5,5,4,5,5,5,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3
2,2,福建,厦门,翔安,4,1,1,1,4,4,1,2,3,-2,2,-2,1,3,-2,4,5,4,3,3,5,5,1,1,3,3,3,3,5,5,5,5,5,5,5,4,4,3,3,3,3,3,5,5,5,5,3,3,3,4,3,4,4,3,1,1,1,1
2,1,北京,北京,房山,4,1,1,1,3,3,1,2,3,-2,3,-2,2,1,-2,4,4,4,3,4,4,4,2,2,1,1,1,3,4,4,4,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,2,2,3,2
1,2,陕西,安康,汉滨,4,2,2,1,3,3,1,3,2,-2,1,2,-2,3,-2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3
1,5,江苏,扬州,江都,4,2,2,1,2,3,1,2,-2,3,-2,1,2,3,-2,5,5,5,5,5,5,5,1,1,1,2,5,5,5,5,5,5,5,4,4,4,5,2,3,3,4,5,5,5,5,5,4,4,4,4,3,3,4,3,5,5,5,5
1,2,陕西,西安,雁塔,4,1,1,1,5,4,1,3,-2,2,3,-2,-2,1,2,4,4,5,4,4,5,3,2,2,2,3,4,4,4,4,5,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3
1,5,江苏,扬州,江都,4,2,2,1,2,2,1,2,-2,3,-2,1,2,3,-2,5,5,5,5,5,5,5,1,3,3,3,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,4,4,4,4,4,5,5,5,3,3,3,3,4,4,4,4
2,2,福建,福州,闽侯,4,1,1,1,4,4,1,2,3,-2,1,-2,2,3,-2,1,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1
1,5,福建,厦门,思明,4,2,3,1,3,2,1,2,3,-2,1,2,-2,3,-2,2,3,5,4,5,5,4,2,1,1,2,2,4,5,5,5,2,4,5,5,4,5,2,2,2,4,4,4,4,2,4,4,2,3,4,5,4,4,4,2,2,2,2
2,1,福建,厦门,思明,4,1,2,1,3,3,1,2,3,-2,2,3,-2,1,-2,2,5,5,5,5,5,5,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1
2,5,福建,厦门,思明,4,3,1,1,4,4,-2,1,2,3,1,-2,-2,2,3,3,3,5,5,5,5,4,2,2,2,4,3,4,5,5,5,4,4,4,5,4,4,2,3,3,4,5,5,5,3,4,5,2,3,4,3,3,3,3,3,2,2,2
1,2,陕西,西安,长安,4,1,1,1,3,2,1,2,3,-2,-2,-2,1,2,3,3,4,4,4,4,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3
1,1,陕西,西安,雁塔,4,1,1,2,5,5,1,2,3,-2,3,-2,2,1,-2,3,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4
1,2,广东,广州,越秀,4,1,1,2,5,5,-2,2,3,1,3,-2,2,1,-2,3,4,3,3,5,4,3,1,1,1,3,4,2,5,5,5,2,5,2,5,5,4,2,3,4,2,5,5,5,3,5,2,4,3,2,4,4,4,4,2,2,2,2
2,2,湖南,长沙,天心,4,1,1,2,3,5,1,2,3,-2,2,-2,3,1,-2,3,4,4,4,5,4,4,3,2,2,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,2,2,2,3
2,1,广东,佛山,禅城,2,1,1,1,3,1,1,3,2,-2,-2,1,2,3,-2,3,2,2,2,4,4,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4
1,5,浙江,杭州,上城,5,2,4,1,2,1,1,2,3,-2,3,1,-2,2,-2,1,4,2,2,2,1,4,4,1,2,2,2,2,5,5,5,2,5,1,4,3,3,2,2,2,2,5,5,5,2,5,1,5,4,1,1,3,3,3,2,2,2,3
2,1,上海,上海,虹口,3,1,1,2,3,3,1,2,3,-2,3,-2,1,2,-2,5,5,5,5,5,4,4,1,1,2,3,4,3,5,5,5,2,5,1,3,3,3,3,3,4,3,5,5,5,2,5,2,3,3,3,3,3,3,3,3,3,3,3
1,2,陕西,西安,雁塔,4,1,1,1,5,4,1,2,3,-2,2,-2,-2,1,3,4,4,5,3,4,4,5,2,2,2,2,4,4,4,4,4,5,5,5,4,4,4,2,2,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,4,4,4
1,1,北京,北京,东城,4,1,4,1,1,2,2,3,1,-2,1,3,2,-2,-2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,2
1,2,湖北,武汉,新洲,4,1,1,1,3,2,1,2,3,-2,-2,3,-2,1,2,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3
2,7,贵州,黔东南苗族侗族自治州,天柱,1,3,1,2,3,4,-2,1,3,2,-2,-2,3,1,2,5,5,5,5,5,5,5,2,2,3,3,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
2,2,海外,美洲,,5,1,3,1,5,5,2,3,-2,1,-2,3,2,1,-2,5,4,4,4,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,1,5,5,5,5,5,5,3
1,7,广东,湛江,坡头,2,3,2,2,4,4,-2,2,3,1,3,-2,-2,1,2,3,4,4,4,4,5,2,1,2,4,4,4,4,4,4,4,3,4,4,5,5,5,4,4,4,5,5,5,5,4,5,4,5,3,5,5,5,5,5,2,3,3,2
2,6,贵州,黔东南苗族侗族自治州,岑巩,3,2,2,1,3,4,1,3,-2,2,-2,2,3,1,-2,3,3,4,4,4,4,4,2,2,3,4,4,4,4,4,4,4,4,2,4,4,3,4,3,4,4,4,4,4,4,4,2,3,3,4,3,3,3,3,3,4,3,4
2,2,海外,亚洲,,5,1,3,2,3,4,1,2,-2,3,-2,3,-2,1,2,4,4,4,3,5,4,2,1,1,4,4,4,5,4,5,5,5,5,3,2,5,5,4,5,4,5,5,5,5,4,4,2,3,3,5,3,4,4,4,4,5,4,4
1,3,海外,欧洲,,5,1,3,2,4,5,3,2,-2,1,-2,-2,2,1,3,4,4,4,3,3,5,2,2,1,3,4,4,3,5,5,5,3,3,3,3,5,5,3,5,5,3,5,5,5,3,5,2,3,4,5,2,4,4,4,3,3,3,3
1,2,贵州,铜仁,沿河土家族自治,3,1,1,1,5,4,1,2,3,-2,3,-2,2,1,-2,4,4,2,2,2,4,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,2,2,2,2
1,5,广东,广州,海珠,4,2,4,1,1,1,1,2,3,-2,2,1,-2,3,-2,3,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1
2,2,广东,深圳,坪山,4,1,1,1,4,5,2,1,-2,3,-2,-2,3,1,2,4,4,4,4,4,5,5,1,1,1,3,5,5,5,5,5,5,5,5,5,3,5,1,3,5,5,5,5,5,5,5,5,5,5,1,1,3,3,3,2,2,2,2
2,5,广东,广州,越秀,4,3,2,2,4,4,2,1,3,-2,2,-2,-2,1,3,3,4,4,4,5,5,4,1,2,2,4,4,4,5,5,5,4,4,4,4,3,3,3,4,4,3,5,5,4,3,4,3,4,4,3,4,4,4,3,2,2,2,2
1,5,广东,广州,海珠,4,2,4,1,2,2,1,2,3,-2,2,1,-2,3,-2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2
2,5,广东,广州,越秀,4,3,2,2,4,4,2,1,3,-2,2,-2,-2,1,3,3,4,4,4,5,5,4,2,2,2,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,5,3,4,3,4,4,4,4,4,4,4,2,2,2,2
2,5,广东,深圳,龙岗,3,3,1,1,4,4,1,2,-2,3,1,3,-2,2,-2,1,5,4,4,5,5,5,1,1,3,4,4,5,3,5,5,4,4,2,5,2,5,4,4,4,4,3,4,5,4,5,3,4,3,4,4,4,5,4,1,1,1,1
2,5,广东,广州,越秀,4,3,2,2,4,4,2,1,3,-2,2,-2,-2,1,3,3,4,4,4,5,5,4,2,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,3,2,2,2,2
2,5,广东,深圳,龙岗,3,3,1,1,4,4,1,2,-2,3,1,3,-2,2,-2,1,5,5,5,5,5,5,1,1,3,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,1,1,1,1
2,7,河北,保定,曲阳,1,3,1,2,4,5,-2,2,3,1,-2,-2,2,1,3,5,3,3,3,3,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,1,广东,广州,天河,4,1,1,1,4,1,1,4,3,2,-2,1,2,3,-2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1
2,1,湖北,武汉,武昌,4,1,1,1,4,2,1,2,3,-2,2,-2,-2,1,3,2,4,4,4,4,4,4,4,4,2,3,3,3,5,5,5,5,5,5,5,5,5,2,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,1,1,1,1
1,2,广东,广州,白云,4,1,1,1,5,2,1,2,-2,3,-2,3,-2,1,2,3,4,4,4,4,4,4,4,4,3,3,3,3,5,5,5,5,5,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,5,广东,珠海,香洲,4,2,2,1,2,3,1,2,3,-2,3,1,-2,2,-2,3,5,5,5,5,5,4,1,1,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,1,1,1,1
2,6,河南,郑州,惠济,4,3,3,1,3,4,-2,1,2,3,-2,1,-2,2,3,4,5,5,4,5,5,5,1,1,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,2,2,3,3
1,2,广东,珠海,香洲,4,2,1,1,1,3,1,2,3,-2,1,-2,2,3,-2,2,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1
1,5,河南,南阳,卧龙,4,2,2,1,3,3,1,2,3,-2,2,1,-2,3,-2,3,4,4,4,4,4,3,2,2,3,3,3,3,5,5,5,4,3,2,3,4,4,2,4,4,4,5,5,4,3,3,2,4,4,4,4,4,4,4,2,2,2,2
1,4,福建,厦门,湖里,4,2,3,1,4,1,1,2,3,-2,2,1,-2,3,-2,3,5,5,5,4,5,5,2,2,5,2,4,4,5,5,5,3,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3
2,2,广东,深圳,宝安,4,2,3,2,3,4,1,2,3,-2,3,2,-2,1,-2,3,5,5,5,5,5,5,1,3,2,2,3,5,5,5,5,5,5,4,5,4,5,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2
2,5,广东,珠海,香洲,4,2,2,1,4,4,1,2,3,-2,1,3,-2,2,-2,3,4,4,4,4,5,5,1,1,3,4,4,4,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,3,3,3,3,4,4,1,1,2,2
2,5,云南,文山壮族苗族自治州,广南,4,2,3,1,5,5,1,4,3,2,3,1,-2,2,-2,4,5,5,4,5,5,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,4,3,3
2,5,贵州,黔东南苗族侗族自治州,岑巩,3,3,1,1,3,3,1,2,3,-2,-2,2,3,1,-2,4,5,5,5,5,5,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,4
1,5,广西,柳州,城中,4,2,3,1,3,3,1,2,3,-2,-2,1,2,3,-2,4,5,5,5,5,5,5,1,3,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,4,4,4
2,4,贵州,黔东南苗族侗族自治州,岑巩,4,2,2,1,5,5,1,2,-2,3,-2,1,-2,2,3,4,4,4,4,4,4,5,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,4,3,5
1,4,贵州,黔东南苗族侗族自治州,岑巩,2,3,1,1,3,2,1,2,-2,3,-2,1,-2,2,3,3,5,5,5,5,5,5,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,2,2
1,4,贵州,黔东南苗族侗族自治州,岑巩,4,3,1,1,1,3,1,2,3,-2,-2,1,-2,2,3,4,5,5,3,5,5,5,1,1,5,1,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,4,4,5,5,5,3,4,3,4
2,4,新疆,阿克苏地区,阿克苏,2,3,1,2,3,3,1,2,-2,3,2,-2,1,3,-2,3,3,4,3,4,4,4,2,2,2,2,4,4,4,4,4,4,4,3,3,3,4,3,2,4,4,4,4,4,4,4,2,3,3,2,3,3,3,3,3,3,3,3
1,4,贵州,黔东南苗族侗族自治州,岑巩,4,2,1,2,1,1,1,2,3,-2,1,2,3,-2,-2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2
2,2,贵州,黔东南苗族侗族自治州,岑巩,4,2,1,1,4,4,1,2,3,-2,2,3,-2,1,-2,3,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,2,2,2
2,3,贵州,黔东南苗族侗族自治州,岑巩,4,2,2,1,2,1,1,-2,3,2,1,-2,3,2,-2,1,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,3,3,3,3
2,2,新疆,石河子,,4,1,1,1,3,3,1,3,2,-2,1,-2,2,3,-2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2
1,7,北京,北京,东城,5,3,4,2,5,5,-2,2,1,3,1,2,-2,4,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1
2,4,安徽,蚌埠,怀远,3,3,3,1,4,3,2,1,-2,3,-2,-2,1,2,3,4,5,5,4,5,5,5,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
1,5,新疆,阿克苏地区,阿克苏,1,3,2,2,3,2,1,2,-2,3,-2,-2,1,2,3,4,3,4,3,4,5,4,2,2,3,4,5,4,5,5,5,5,5,5,3,3,4,3,4,5,4,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3
1,2,江苏,南京,江宁,4,1,1,2,5,3,1,4,3,2,1,-2,-2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1
1,2,广东,广州,番禺,4,1,1,2,5,5,-2,1,2,3,1,-2,-2,2,3,4,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,2,2,2,5,2,3,3,3,3,3,5,5,5,2,5,5,5,5,5,5,5,2,2,2,2
1,2,江苏,南京,江宁,4,1,1,2,5,3,1,4,2,3,1,-2,-2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1
2,1,广东,广州,番禺,4,1,1,1,4,4,1,2,3,-2,2,-2,3,1,-2,3,3,4,3,3,5,4,2,2,2,4,5,5,5,5,5,3,4,2,5,5,4,2,2,5,5,5,5,5,3,5,2,4,4,2,4,4,4,4,2,2,2,2
2,2,广东,东莞,,4,2,3,2,4,3,1,2,3,-2,3,2,-2,1,-2,4,5,5,5,5,5,4,1,1,3,3,3,4,5,5,5,5,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3
1,4,安徽,蚌埠,蚌山,4,2,3,1,3,1,1,2,3,-2,2,1,-2,3,-2,3,4,4,3,3,5,4,1,2,2,4,4,4,5,5,4,4,4,3,4,4,5,2,4,4,4,5,5,4,4,4,3,5,3,4,4,4,4,3,2,1,3,3
2,7,广东,湛江,吴川,1,3,1,1,3,3,4,1,2,3,3,2,-2,1,-2,4,3,3,3,3,4,4,2,2,2,4,2,4,4,4,4,4,4,3,4,4,4,2,3,3,4,5,5,4,4,4,4,4,4,3,2,3,3,3,2,2,2,2
2,5,四川,成都,锦江,3,2,2,1,3,1,2,1,-2,3,1,-2,-2,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,3,2,3
1,2,安徽,蚌埠,怀远,4,1,1,2,3,3,1,2,3,-2,3,-2,2,1,-2,3,4,4,4,4,5,5,2,1,1,4,4,5,5,5,5,5,4,4,4,3,5,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1
2,5,北京,北京,东城,3,2,2,1,3,1,1,2,-2,3,1,-2,-2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3
1,5,广东,阳江,阳春,4,3,2,1,3,4,1,3,-2,2,-2,3,1,2,-2,4,5,4,4,5,3,4,2,3,2,3,4,5,5,4,5,5,5,3,4,5,5,2,3,5,5,4,5,5,3,5,3,4,4,4,5,4,4,4,4,2,4,4
2,1,重庆,重庆,沙坪坝,4,1,1,1,4,4,1,2,3,-2,1,2,-2,3,-2,3,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,3
1,4,四川,成都,金牛,4,1,1,1,4,4,1,2,3,-2,1,2,-2,3,-2,2,3,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1
1,1,广东,广州,番禺,4,1,1,1,3,4,1,2,3,-2,1,-2,-2,2,3,3,3,3,2,3,4,4,1,1,1,3,5,5,5,5,5,4,5,1,3,4,3,1,2,4,5,5,5,5,4,5,1,5,5,3,3,2,2,2,2,2,2,2
2,3,四川,成都,金牛,4,2,2,1,3,2,1,2,3,-2,1,2,3,-2,-2,2,5,5,4,4,5,5,2,2,2,4,4,3,5,5,5,4,4,4,5,3,3,4,4,4,4,5,5,5,4,4,4,4,4,3,3,4,4,4,2,1,1,2
1,3,浙江,杭州,余杭,4,2,4,1,3,4,1,2,3,-2,-2,1,2,3,-2,4,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,2,广东,广州,番禺,4,1,1,1,5,4,1,2,3,-2,1,-2,2,3,-2,2,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1
1,5,广东,珠海,香洲,3,2,3,1,3,3,1,2,3,-2,2,1,3,-2,-2,3,4,4,4,4,5,3,2,2,3,2,1,4,5,5,5,5,5,5,4,3,5,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2
2,2,广东,广州,海珠,4,2,3,2,3,3,1,2,3,-2,1,-2,-2,2,3,2,4,4,4,4,5,5,1,1,1,1,4,4,5,5,5,5,5,5,5,5,5,1,1,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,1,1,1,1
2,7,安徽,安庆,宿松,1,3,1,2,5,5,-2,2,3,1,1,-2,-2,2,3,3,3,3,3,3,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2
1,1,福建,福州,鼓楼,4,1,1,1,5,5,1,2,3,-2,1,4,3,2,-2,3,3,4,4,4,4,4,3,4,2,2,2,4,5,5,5,5,4,2,4,4,4,2,2,2,4,5,5,5,5,5,2,4,4,4,4,4,4,4,2,2,2,2
2,5,广东,珠海,香洲,2,2,1,1,3,3,1,2,3,-2,-2,1,3,2,-2,3,4,4,4,5,5,5,2,2,2,2,2,3,4,4,4,4,4,4,4,3,4,2,2,2,4,4,4,4,4,4,4,4,4,3,3,4,4,4,2,2,2,2
1,2,上海,上海,奉贤,4,1,1,1,5,2,1,2,3,-2,1,4,3,2,-2,2,4,5,3,4,5,3,1,2,1,3,2,4,4,4,5,3,3,2,4,4,3,1,2,2,4,5,5,5,3,3,2,5,3,2,4,3,3,3,3,2,2,1
2,7,广东,佛山,顺德,3,3,2,1,3,4,3,1,2,-2,3,2,-2,1,-2,3,4,4,4,4,4,4,2,2,3,3,3,3,4,4,4,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3
2,3,广东,广州,番禺,3,2,3,2,5,2,1,3,2,-2,1,-2,-2,2,3,1,3,3,2,2,4,5,2,2,3,2,3,3,5,5,4,3,4,3,3,2,2,1,2,2,2,4,4,4,3,4,3,3,3,3,3,3,3,3,2,2,2,2
2,7,四川,成都,金牛,3,3,1,1,5,4,-2,3,2,1,1,-2,3,2,-2,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2
2,3,重庆,重庆,沙坪坝,4,2,3,1,4,1,1,2,3,-2,3,1,-2,2,-2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,4,3,3,3,2,2,5,2
1,3,广东,珠海,香洲,4,3,2,2,3,3,1,2,3,-2,1,-2,2,3,-2,3,3,4,3,3,4,4,2,2,2,2,3,4,4,4,3,3,3,3,2,2,3,2,2,4,3,3,4,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3
2,5,广东,阳江,阳春,4,3,1,1,3,4,1,2,-2,3,-2,-2,1,2,3,5,4,4,4,4,4,4,1,1,2,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4
1,6,广东,湛江,吴川,3,3,4,1,3,4,3,2,1,-2,3,-2,2,1,-2,3,4,4,4,4,5,5,1,1,1,3,4,5,5,5,5,5,5,2,5,5,5,1,3,4,4,5,5,5,5,5,2,5,5,5,5,5,5,5,3,3,3,4
2,5,广东,阳江,阳春,4,3,1,1,3,4,1,2,-2,3,-2,-2,1,2,3,5,4,4,4,4,5,4,1,1,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,2
2,5,安徽,安庆,宿松,1,3,1,1,3,4,1,2,-2,3,-2,3,1,2,-2,3,4,4,5,5,1,5,1,2,3,3,4,4,4,4,5,5,4,3,3,3,3,3,3,4,4,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4
